year,sex,name,count,rank
1964,G,MICHELLE,,31
1964,G,DEBRA,,32
1964,G,PAULA,,33
1964,G,ANNE,,34
1964,G,LORRAINE,,35
1964,G,PATRICIA,,36
1964,G,MARY,,37
1964,G,DENISE,,38
1964,G,MARGARET,,39
1964,G,ANN,,40
1964,G,BEVERLEY,,41
1964,G,DONNA,,42
1964,G,ELAINE,,43
1964,G,FIONA,,44
1964,G,JENNIFER,,45
1964,G,LESLEY,,46
1964,G,LOUISE,,47
1964,G,MANDY,,48
1964,G,TINA,,49
1964,G,JAYNE,,50
1964,G,SUZANNE,,51
1964,G,ANDREA,,52
1964,G,PAULINE,,53
1964,G,LISA,,54
1964,G,CLAIRE,,55
1964,G,KIM,,56
1964,G,JULIA,,57
1964,G,TERESA,,58
1964,G,HEATHER,,59
1964,G,KATHRYN,,60
1964,G,LYNN,,61
1964,G,RUTH,,62
1964,G,YVONNE,,63
1964,G,JUDITH,,64
1964,G,MELANIE,,65
1964,G,MARIE,,66
1964,G,PAMELA,,67
1964,G,CAROLE,,68
1964,G,BARBARA,,69
1964,G,GAIL,,70
1964,G,LYNNE,,71
1964,G,CLARE,,72
1964,G,JANICE,,73
1964,G,RACHEL,,74
1964,G,JILL,,75
1964,G,KATHERINE,,76
1964,G,KATHLEEN,,77
1964,G,SHIRLEY,,78
1964,G,ANNETTE,,79
1964,G,CAROLYN,,80
1964,G,ANNA,,81
1964,G,SARA,,82
1964,G,VALERIE,,83
1964,G,CHERYL,,84
1964,G,JEANETTE,,85
1964,G,KAY,,86
1964,G,ANITA,,87
1964,G,MAXINE,,88
1964,G,FRANCES,,89
1964,G,JOANNA,,90
1964,G,THERESA,,91
1964,G,DEBBIE,,92
1964,G,LYNDA,,93
1964,G,MAUREEN,,94
1964,G,ROSEMARY,,95
1964,G,MICHELE,,96
1964,G,LAURA,,97
1964,G,REBECCA,,98
1964,G,SHEILA,,99
1964,G,STEPHANIE,,100
1974,B,PAUL,,1
1974,B,MARK,,2
1974,B,DAVID,,3
1974,B,ANDREW,,4
1974,B,RICHARD,,5
1974,B,CHRISTOPHER,,6
1974,B,JAMES,,7
1974,B,SIMON,,8
1974,B,MICHAEL,,9
1974,B,MATTHEW,,10
1974,B,STEPHEN,,11
1974,B,LEE,,12
1974,B,JOHN,,13
1974,B,ROBERT,,14
1974,B,DARREN,,15
1974,B,DANIEL,,16
1974,B,STEVEN,,17
1974,B,JASON,,18
1974,B,NICHOLAS,,19
1974,B,JONATHAN,,20
1974,B,IAN,,21
1974,B,NEIL,,22
1974,B,PETER,,23
1974,B,STUART,,24
1974,B,ANTHONY,,25
1974,B,MARTIN,,26
1974,B,KEVIN,,27
1974,B,CRAIG,,28
1974,B,PHILIP,,29
1974,B,GARY,,30
1974,B,SCOTT,,31
1974,B,WAYNE,,32
1974,B,TIMOTHY,,33
1974,B,BENJAMIN,,34
1974,B,ADAM,,35
1974,B,ALAN,,36
1974,B,DEAN,,37
1974,B,ADRIAN,,38
1974,B,CARL,,39
1974,B,THOMAS,,40
1974,B,WILLIAM,,41
1974,B,GRAHAM,,42
1974,B,ALEXANDER,,43
1974,B,COLIN,,44
1974,B,JAMIE,,45
1974,B,GARETH,,46
1974,B,JUSTIN,,47
1974,B,BARRY,,48
1974,B,CHRISTIAN,,49
1974,B,KARL,,50
1974,B,BRIAN,,51
1974,B,EDWARD,,52
1974,B,KEITH,,53
1974,B,MARC,,54
1974,B,NIGEL,,55
1974,B,SEAN,,56
1974,B,SHAUN,,57
1974,B,NATHAN,,58
1974,B,JOSEPH,,59
1974,B,RUSSELL,,60
1974,B,MOHAMMED,,61
1974,B,JEREMY,,62
1974,B,PHILLIP,,63
1974,B,DAMIAN,,64
1974,B,SHANE,,65
1974,B,DUNCAN,,66
1974,B,PATRICK,,67
1974,B,JULIAN,,68
1974,B,DOMINIC,,69
1974,B,CHARLES,,70
1974,B,MARCUS,,71
1974,B,GAVIN,,72
1974,B,TONY,,73
1974,B,ANTONY,,74
1974,B,ROBIN,,75
1974,B,TREVOR,,76
1974,B,GLEN,,77
1974,B,IAIN,,78
1974,B,RYAN,,79
1974,B,MARTYN,,80
1974,B,GREGORY,,81
1974,B,SAMUEL,,82
1974,B,GEORGE,,83
1974,B,OLIVER,,84
1974,B,RAYMOND,,85
1974,B,ABDUL,,86
1974,B,MATHEW,,87
1974,B,STEWART,,88
1974,B,MALCOLM,,89
1974,B,GARRY,,90
1974,B,LEON,,91
1974,B,BRETT,,92
1974,B,TERRY,,93
1974,B,KENNETH,,94
1974,B,LUKE,,95
1974,B,ROGER,,96
1974,B,GLENN,,97
1974,B,LEIGH,,98
1974,B,TERENCE,,99
1974,B,DEREK,,100
1974,G,SARAH,,1
1974,G,CLAIRE,,2
1974,G,NICOLA,,3
1974,G,EMMA,,4
1974,G,LISA,,5
1974,G,JOANNE,,6
1974,G,MICHELLE,,7
1974,G,HELEN,,8
1974,G,SAMANTHA,,9
1974,G,KAREN,,10
1974,G,AMANDA,,11
1974,G,RACHEL,,12
1974,G,LOUISE,,13
1974,G,JULIE,,14
1974,G,CLARE,,15
1974,G,REBECCA,,16
1974,G,SHARON,,17
1974,G,VICTORIA,,18
1974,G,CAROLINE,,19
1974,G,SUSAN,,20
1974,G,ALISON,,21
1974,G,CATHERINE,,22
1974,G,ELIZABETH,,23
1974,G,DEBORAH,,24
1974,G,DONNA,,25
1974,G,TRACEY,,26
1974,G,TRACY,,27
1974,G,ANGELA,,28
1974,G,JANE,,29
1974,G,ZOE,,30
1974,G,KERRY,,31
1974,G,MELANIE,,32
1974,G,SALLY,,33
1974,G,JENNIFER,,34
1974,G,DAWN,,35
1974,G,ANDREA,,36
1974,G,SUZANNE,,37
1974,G,LUCY,,38
1974,G,JOANNA,,39
1974,G,ANNA,,40
1974,G,CHARLOTTE,,41
1974,G,PAULA,,42
1974,G,KATHERINE,,43
1974,G,MARIA,,44
1974,G,MARIE,,45
1974,G,FIONA,,46
1974,G,KELLY,,47
1974,G,NATALIE,,48
1974,G,KATHRYN,,49
1974,G,JACQUELINE,,50
1974,G,WENDY,,51
1974,G,SARA,,52
1974,G,HAYLEY,,53
1974,G,LAURA,,54
1974,G,NATASHA,,55
1974,G,RUTH,,56
1974,G,LORRAINE,,57
1974,G,TINA,,58
1974,G,RACHAEL,,59
1974,G,ANNE,,60
1974,G,STEPHANIE,,61
1974,G,KIRSTY,,62
1974,G,CHRISTINE,,63
1974,G,JULIA,,64
1974,G,GILLIAN,,65
1974,G,CHERYL,,66
1974,G,HANNAH,,67
1974,G,VANESSA,,68
1974,G,ANN,,69
1974,G,JAYNE,,70
1974,G,DIANE,,71
1974,G,HEATHER,,72
1974,G,SANDRA,,73
1974,G,TERESA,,74
1974,G,KATE,,75
1974,G,LINDA,,76
1974,G,MARY,,77
1974,G,ELAINE,,78
1974,G,GEORGINA,,79
1974,G,EMILY,,80
1974,G,KATIE,,81
1974,G,ALEXANDRA,,82
1974,G,NICHOLA,,83
1974,G,CAROL,,84
1974,G,SOPHIE,,85
1974,G,HEIDI,,86
1974,G,KIM,,87
1974,G,TANYA,,88
1974,G,PATRICIA,,89
1974,G,BEVERLEY,,90
1974,G,LEANNE,,91
1974,G,DENISE,,92
1974,G,TARA,,93
1974,G,CLAIR,,94
1974,G,SONIA,,95
1974,G,DEBBIE,,96
1974,G,LESLEY,,97
1974,G,ANITA,,98
1974,G,LINDSEY,,99
1974,G,DEBRA,,100
1984,B,CHRISTOPHER,,1
1984,B,JAMES,,2
1984,B,DAVID,,3
1984,B,DANIEL,,4
1984,B,MICHAEL,,5
1984,B,MATTHEW,,6
1984,B,ANDREW,,7
1984,B,RICHARD,,8
1984,B,PAUL,,9
1984,B,MARK,,10
1984,B,THOMAS,,11
1984,B,ADAM,,12
1984,B,ROBERT,,13
1984,B,JOHN,,14
1984,B,LEE,,15
1984,B,BENJAMIN,,16
1984,B,STEVEN,,17
1984,B,JONATHAN,,18
1984,B,CRAIG,,19
1984,B,STEPHEN,,20
1984,B,SIMON,,21
1984,B,NICHOLAS,,22
1984,B,PETER,,23
1984,B,ANTHONY,,24
1984,B,ALEXANDER,,25
1984,B,GARY,,26
1984,B,IAN,,27
1984,B,RYAN,,28
1984,B,LUKE,,29
1984,B,JAMIE,,30
1984,B,STUART,,31
1984,B,PHILIP,,32
1984,B,DARREN,,33
1984,B,WILLIAM,,34
1984,B,GARETH,,35
1984,B,MARTIN,,36
1984,B,KEVIN,,37
1984,B,SCOTT,,38
1984,B,DEAN,,39
1984,B,JOSEPH,,40
1984,B,JASON,,41
1984,B,NEIL,,42
1984,B,SAMUEL,,43
1984,B,CARL,,44
1984,B,BEN,,45
1984,B,SEAN,,46
1984,B,TIMOTHY,,47
1984,B,OLIVER,,48
1984,B,ASHLEY,,49
1984,B,WAYNE,,50
1984,B,EDWARD,,51
1984,B,SHAUN,,52
1984,B,AARON,,53
1984,B,MOHAMMED,,54
1984,B,GAVIN,,55
1984,B,LIAM,,56
1984,B,NATHAN,,57
1984,B,ALAN,,58
1984,B,GRAHAM,,59
1984,B,ROSS,,60
1984,B,KARL,,61
1984,B,MARC,,62
1984,B,ADRIAN,,63
1984,B,PHILLIP,,64
1984,B,PATRICK,,65
1984,B,LEWIS,,66
1984,B,COLIN,,67
1984,B,RUSSELL,,68
1984,B,CHARLES,,69
1984,B,SHANE,,70
1984,B,GEORGE,,71
1984,B,SAM,,72
1984,B,MATHEW,,73
1984,B,JACK,,74
1984,B,RICKY,,75
1984,B,DALE,,76
1984,B,TONY,,77
1984,B,JOSHUA,,78
1984,B,ALEX,,79
1984,B,DOMINIC,,80
1984,B,BARRY,,81
1984,B,LEON,,82
1984,B,MOHAMMAD,,83
1984,B,TERRY,,84
1984,B,GREGORY,,85
1984,B,DANNY,,86
1984,B,BRIAN,,87
1984,B,KEITH,,88
1984,B,ANTONY,,89
1984,B,KIERAN,,90
1984,B,JUSTIN,,91
1984,B,BRADLEY,,92
1984,B,JORDAN,,93
1984,B,MARTYN,,94
1984,B,LEIGH,,95
1984,B,ABDUL,,96
1984,B,DAMIEN,,97
1984,B,STEWART,,98
1984,B,ROBIN,,99
1984,B,IAIN,,100
1984,G,SARAH,,1
1984,G,LAURA,,2
1984,G,GEMMA,,3
1984,G,EMMA,,4
1984,G,REBECCA,,5
1984,G,CLAIRE,,6
1984,G,VICTORIA,,7
1984,G,SAMANTHA,,8
1984,G,RACHEL,,9
1984,G,AMY,,10
1984,G,JENNIFER,,11
1984,G,NICOLA,,12
1984,G,KATIE,,13
1984,G,LISA,,14
1984,G,KELLY,,15
1984,G,NATALIE,,16
1984,G,LOUISE,,17
1984,G,MICHELLE,,18
1984,G,HAYLEY,,19
1984,G,HANNAH,,20
1984,G,HELEN,,21
1984,G,CHARLOTTE,,22
1984,G,JOANNE,,23
1984,G,LUCY,,24
1984,G,ELIZABETH,,25
1984,G,LEANNE,,26
1984,G,DANIELLE,,27
1984,G,DONNA,,28
1984,G,KATHERINE,,29
1984,G,CLARE,,30
1984,G,STEPHANIE,,31
1984,G,STACEY,,32
1984,G,LAUREN,,33
1984,G,JOANNA,,34
1984,G,KERRY,,35
1984,G,EMILY,,36
1984,G,CATHERINE,,37
1984,G,SOPHIE,,38
1984,G,ANNA,,39
1984,G,JESSICA,,40
1984,G,ZOE,,41
1984,G,KIRSTY,,42
1984,G,KIMBERLEY,,43
1984,G,KATE,,44
1984,G,JENNA,,45
1984,G,CAROLINE,,46
1984,G,NATASHA,,47
1984,G,RACHAEL,,48
1984,G,AMANDA,,49
1984,G,KATHRYN,,50
1984,G,KAREN,,51
1984,G,ALEXANDRA,,52
1984,G,JODIE,,53
1984,G,ALISON,,54
1984,G,SARA,,55
1984,G,JEMMA,,56
1984,G,CARLY,,57
1984,G,HEATHER,,58
1984,G,HOLLY,,59
1984,G,RUTH,,60
1984,G,FIONA,,61
1984,G,MELISSA,,62
1984,G,ANGELA,,63
1984,G,SUZANNE,,64
1984,G,KATY,,65
1984,G,MARIE,,66
1984,G,NAOMI,,67
1984,G,CHERYL,,68
1984,G,MELANIE,,69
1984,G,SALLY,,70
1984,G,JULIE,,71
1984,G,CHARLENE,,72
1984,G,JADE,,73
1984,G,SIAN,,74
1984,G,TRACEY,,75
1984,G,ELEANOR,,76
1984,G,DEBORAH,,77
1984,G,MARIA,,78
1984,G,LINDSEY,,79
1984,G,ABIGAIL,,80
1984,G,LINDSAY,,81
1984,G,SUSAN,,82
1984,G,ALICE,,83
1984,G,GEORGINA,,84
1984,G,AIMEE,,85
1984,G,JANE,,86
1984,G,KIM,,87
1984,G,CARLA,,88
1984,G,CHRISTINE,,89
1984,G,DAWN,,90
1984,G,TANYA,,91
1984,G,JENNY,,92
1984,G,ANDREA,,93
1984,G,LYNDSEY,,94
1984,G,JACQUELINE,,95
1984,G,LYNSEY,,96
1984,G,CHLOE,,97
1984,G,MARY,,98
1984,G,LEAH,,99
1984,G,TONI,,100
1994,B,THOMAS,,1
1994,B,JAMES,,2
1994,B,JACK,,3
1994,B,DANIEL,,4
1994,B,MATTHEW,,5
1994,B,RYAN,,6
1994,B,JOSHUA,,7
1994,B,LUKE,,8
1994,B,SAMUEL,,9
1994,B,JORDAN,,10
1994,B,ADAM,,11
1994,B,MICHAEL,,12
1994,B,ALEXANDER,,13
1994,B,CHRISTOPHER,,14
1994,B,BENJAMIN,,15
1994,B,JOSEPH,,16
1994,B,LIAM,,17
1994,B,JAKE,,18
1994,B,WILLIAM,,19
1994,B,ANDREW,,20
1994,B,GEORGE,,21
1994,B,LEWIS,,22
1994,B,OLIVER,,23
1994,B,DAVID,,24
1994,B,ROBERT,,25
1994,B,JAMIE,,26
1994,B,NATHAN,,27
1994,B,CONNOR,,28
1994,B,JONATHAN,,29
1994,B,HARRY,,30
1994,B,CALLUM,,31
1994,B,AARON,,32
1994,B,ASHLEY,,33
1994,B,BRADLEY,,34
1994,B,JACOB,,35
1994,B,KIERAN,,36
1994,B,SCOTT,,37
1994,B,SAM,,38
1994,B,JOHN,,39
1994,B,BEN,,40
1994,B,MOHAMMED,,41
1994,B,NICHOLAS,,42
1994,B,KYLE,,43
1994,B,CHARLES,,44
1994,B,MARK,,45
1994,B,SEAN,,46
1994,B,EDWARD,,47
1994,B,STEPHEN,,48
1994,B,RICHARD,,49
1994,B,ALEX,,50
1994,B,PETER,,51
1994,B,DOMINIC,,52
1994,B,JOE,,53
1994,B,REECE,,54
1994,B,LEE,,55
1994,B,RHYS,,56
1994,B,STEVEN,,57
1994,B,ANTHONY,,58
1994,B,CHARLIE,,59
1994,B,PAUL,,60
1994,B,CRAIG,,61
1994,B,JASON,,62
1994,B,DALE,,63
1994,B,ROSS,,64
1994,B,CAMERON,,65
1994,B,LOUIS,,66
1994,B,DEAN,,67
1994,B,CONOR,,68
1994,B,SHANE,,69
1994,B,ELLIOT,,70
1994,B,PATRICK,,71
1994,B,MAX,,72
1994,B,SHAUN,,73
1994,B,HENRY,,74
1994,B,SIMON,,75
1994,B,TIMOTHY,,76
1994,B,MITCHELL,,77
1994,B,BILLY,,78
1994,B,PHILIP,,79
1994,B,JOEL,,80
1994,B,JOSH,,81
1994,B,MARCUS,,82
1994,B,DYLAN,,83
1994,B,CARL,,84
1994,B,ELLIOTT,,85
1994,B,BRANDON,,86
1994,B,MARTIN,,87
1994,B,TOBY,,88
1994,B,STUART,,89
1994,B,GARETH,,90
1994,B,DANNY,,91
1994,B,CHRISTIAN,,92
1994,B,TOM,,93
1994,B,DECLAN,,94
1994,B,KARL,,95
1994,B,MOHAMMAD,,96
1994,B,MATHEW,,97
1994,B,JAY,,98
1994,B,OWEN,,99
1994,B,DARREN,,100
1994,G,REBECCA,,1
1994,G,LAUREN,,2
1994,G,JESSICA,,3
1994,G,CHARLOTTE,,4
1994,G,HANNAH,,5
1994,G,SOPHIE,,6
1994,G,AMY,,7
1994,G,EMILY,,8
1994,G,LAURA,,9
1994,G,EMMA,,10
1994,G,CHLOE,,11
1994,G,SARAH,,12
1994,G,LUCY,,13
1994,G,KATIE,,14
1994,G,BETHANY,,15
1994,G,JADE,,16
1994,G,MEGAN,,17
1994,G,ALICE,,18
1994,G,RACHEL,,19
1994,G,SAMANTHA,,20
1994,G,DANIELLE,,21
1994,G,HOLLY,,22
1994,G,ABIGAIL,,23
1994,G,OLIVIA,,24
1994,G,STEPHANIE,,25
1994,G,ELIZABETH,,26
1994,G,VICTORIA,,27
1994,G,NATASHA,,28
1994,G,GEORGIA,,29
1994,G,ZOE,,30
1994,G,NATALIE,,31
1994,G,ELEANOR,,32
1994,G,SHANNON,,33
1994,G,PAIGE,,34
1994,G,GEORGINA,,35
1994,G,GEMMA,,36
1994,G,NICOLE,,37
1994,G,CHELSEA,,38
1994,G,KIRSTY,,39
1994,G,ALEXANDRA,,40
1994,G,MELISSA,,41
1994,G,JENNIFER,,42
1994,G,HAYLEY,,43
1994,G,LOUISE,,44
1994,G,KATHERINE,,45
1994,G,JODIE,,46
1994,G,GRACE,,47
1994,G,ANNA,,48
1994,G,MOLLY,,49
1994,G,AMBER,,50
1994,G,JASMINE,,51
1994,G,KAYLEIGH,,52
1994,G,KELLY,,53
1994,G,HARRIET,,54
1994,G,ASHLEIGH,,55
1994,G,CATHERINE,,56
1994,G,LEAH,,57
1994,G,NICOLA,,58
1994,G,FRANCESCA,,59
1994,G,NAOMI,,60
1994,G,KATE,,61
1994,G,ABBIE,,62
1994,G,CLAIRE,,63
1994,G,LEANNE,,64
1994,G,RACHAEL,,65
1994,G,ROSIE,,66
1994,G,AIMEE,,67
1994,G,ELLIE,,68
1994,G,SIAN,,69
1994,G,KIMBERLEY,,70
1994,G,LYDIA,,71
1994,G,HOLLIE,,72
1994,G,STACEY,,73
1994,G,BETHAN,,74
1994,G,AMELIA,,75
1994,G,BETH,,76
1994,G,KATHRYN,,77
1994,G,HEATHER,,78
1994,G,LISA,,79
1994,G,HELEN,,80
1994,G,ELLA,,81
1994,G,ROBYN,,82
1994,G,CHANTELLE,,83
1994,G,ELLEN,,84
1994,G,DAISY,,85
1994,G,DEMI,,86
1994,G,COURTNEY,,87
1994,G,GABRIELLE,,88
1994,G,YASMIN,,89
1994,G,LILY,,90
1994,G,RHIANNON,,91
1994,G,MARIA,,92
1994,G,KERRY,,93
1994,G,IMOGEN,,94
1994,G,REBEKAH,,95
1994,G,JORDAN,,96
1994,G,JOANNA,,97
1994,G,CAITLIN,,98
1994,G,JEMMA,,99
1994,G,TONI,,100
